100
27 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 1 37 24
28 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 34 98 95
29 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 40 56 8
30 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 92 67 16
31 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 18 82 64
32 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 46 86 88
33 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 11 28 1
34 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 70 31 44
35 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 98 64 99
36 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 47 15 3
37 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 6 70 44
38 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 95 70 49
39 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 70 29 80
40 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 71 64 78
41 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 4 41 34
42 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 36 87 6
43 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 78 7 80
44 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 97 29 15
45 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 71 73 83
46 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 71 5 90
47 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 39 48 98
48 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 49 79 50
49 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 35 49 57
50 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 59 16 39
51 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 38 71 26
52 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 86 21 12
53 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 74 28 37
54 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 85 36 20
55 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 12 68 7
56 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 11 0 24
57 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 30 20 68
58 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 13 53 34
59 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 66 50 35
60 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 67 86 99
61 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 84 63 22
62 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 30 82 65
63 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 9 67 29
64 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 70 9 71
65 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 38 27 82
66 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 28 65 92
67 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 24 54 71
68 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 98 58 4
69 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 69 90 55
70 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 30 38 44
71 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 14 39 79
72 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 24 76 62
73 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 4 7 16
74 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 52 14 88
75 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 43 99 73
76 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 42 80 86
77 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 18 55 21
78 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 21 83 35
79 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 16 89 24
80 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 61 84 30
81 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 12 46 76
82 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 86 7 29
83 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 51 45 16
84 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 98 27 87
85 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 33 18 52
86 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 10 37 36
87 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 69 24 57
88 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 33 83 37
89 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 89 63 3
90 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 1 47 31
91 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 70 84 71
92 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 99 49 90
93 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 52 87 82
94 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 95 49 42
95 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 58 25 66
96 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 3 40 54
97 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 21 61 59
98 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 31 95 3
99 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 23 45 20
100 aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd aaaaabbbbbcccccdddddaaaaabbbbbcccccddddd 1 41 6
